host_ts,topic,payload_len,payload
2026-07-17T06:04:16,health_monitor/node_2/cs_ppg,311,"{""ts"":99741,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.6600,0.7141,0.7646,0.8090,0.8451,0.8710,0.8854,0.8873,0.8765,0.8533,0.8184,0.7734,0.7201,0.6607,0.5979,0.5342,0.4726,0.4156,0.3657,0.3249,0.2950,0.2772,0.2720,0.2795,0.2991,0.3297,0.3697,0.4171,0.4694,0.5243,0.5789,0.6307]}"
2026-07-17T06:04:16,health_monitor/node_1/cs_imu,1514,"{""ts"":99698,""finger"":true,""mean_ax"":0.1000,""ax"":[1.0900,1.1258,1.1605,1.1928,1.2219,1.2467,1.2664,1.2804,1.2883,1.2898,1.2848,1.2735,1.2563,1.2337,1.2065,1.1755,1.1417,1.1063,1.0704,1.0350,1.0015,0.9708,0.9440,0.9219,0.9052,0.8945,0.8901,0.8922,0.9006,0.9152,0.9354,0.9607],""mean_ay"":0.2000,""ay"":[1.3583,1.3749,1.3856,1.3899,1.3878,1.3793,1.3646,1.3444,1.3191,1.2897,1.2570,1.2222,1.1863,1.1506,1.1161,1.0840,1.0554,1.0311,1.0119,0.9985,0.9913,0.9905,0.9961,1.0080,1.0258,1.0489,1.0765,1.1079,1.1418,1.1774,1.2133,1.2485],""mean_az"":0.3000,""az"":[1.4719,1.4540,1.4309,1.4032,1.3718,1.3378,1.3023,1.2664,1.2312,1.1979,1.1676,1.1413,1.1197,1.1037,1.0937,1.0900,1.0928,1.1020,1.1172,1.1380,1.1637,1.1936,1.2265,1.2615,1.2974,1.3330,1.3673,1.3991,1.4273,1.4511,1.4697,1.4825],""mean_gx"":0.4000,""gx"":[1.4182,1.3823,1.3467,1.3124,1.2807,1.2524,1.2287,1.2101,1.1974,1.1909,1.1908,1.1971,1.2097,1.2281,1.2518,1.2799,1.3115,1.3457,1.3814,1.4173,1.4523,1.4853,1.5153,1.5412,1.5622,1.5776,1.5870,1.5900,1.5865,1.5768,1.5609,1.5396],""mean_gy"":0.5000,""gy"":[1.3386,1.3177,1.3023,1.2930,1.2900,1.2935,1.3034,1.3192,1.3406,1.3669,1.3971,1.4303,1.4654,1.5014,1.5369,1.5710,1.6024,1.6302,1.6535,1.6715,1.6836,1.6895,1.6889,1.6819,1.6687,1.6497,1.6256,1.5970,1.5651,1.5307,1.4950,1.4591],""mean_gz"":0.6000,""gz"":[1.3982,1.4115,1.4305,1.4547,1.4832,1.5152,1.5496,1.5854,1.6212,1.6561,1.6888,1.7184,1.7437,1.7642,1.7789,1.7876,1.7899,1.7858,1.7753,1.7588,1.7369,1.7102,1.6796,1.6462,1.6109,1.5750,1.5395,1.5057,1.4746,1.4472,1.4244,1.4070]}"
2026-07-17T06:04:19,health_monitor/node_2/cs_ppg,312,"{""ts"":102764,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.6700,0.7241,0.7746,0.8190,0.8551,0.8810,0.8954,0.8973,0.8865,0.8633,0.8284,0.7834,0.7301,0.6707,0.6079,0.5442,0.4826,0.4256,0.3757,0.3349,0.3050,0.2872,0.2820,0.2895,0.3091,0.3397,0.3797,0.4271,0.4794,0.5343,0.5889,0.6407]}"
2026-07-17T06:04:20,health_monitor/node_1/cs_imu,1530,"{""ts"":102718,""finger"":true,""mean_ax"":0.1000,""ax"":[1.1200,1.1558,1.1905,1.2228,1.2519,1.2767,1.2964,1.3104,1.3183,1.3198,1.3148,1.3035,1.2863,1.2637,1.2365,1.2055,1.1717,1.1363,1.1004,1.0650,1.0315,1.0008,0.9740,0.9519,0.9352,0.9245,0.9201,0.9222,0.9306,0.9452,0.9654,0.9907],""mean_ay"":0.2000,""ay"":[1.3883,1.4049,1.4156,1.4199,1.4178,1.4093,1.3946,1.3744,1.3491,1.3197,1.2870,1.2522,1.2163,1.1806,1.1461,1.1140,1.0854,1.0611,1.0419,1.0285,1.0213,1.0205,1.0261,1.0380,1.0558,1.0789,1.1065,1.1379,1.1718,1.2074,1.2433,1.2785],""mean_az"":0.3000,""az"":[1.5019,1.4840,1.4609,1.4332,1.4018,1.3678,1.3323,1.2964,1.2612,1.2279,1.1976,1.1713,1.1497,1.1337,1.1237,1.1200,1.1228,1.1320,1.1472,1.1680,1.1937,1.2236,1.2565,1.2915,1.3274,1.3630,1.3973,1.4291,1.4573,1.4811,1.4997,1.5125],""mean_gx"":0.4000,""gx"":[1.4482,1.4123,1.3767,1.3424,1.3107,1.2824,1.2587,1.2401,1.2274,1.2209,1.2208,1.2271,1.2397,1.2581,1.2818,1.3099,1.3415,1.3757,1.4114,1.4473,1.4823,1.5153,1.5453,1.5712,1.5922,1.6076,1.6170,1.6200,1.6165,1.6068,1.5909,1.5696],""mean_gy"":0.5000,""gy"":[1.3686,1.3477,1.3323,1.3230,1.3200,1.3235,1.3334,1.3492,1.3706,1.3969,1.4271,1.4603,1.4954,1.5314,1.5669,1.6010,1.6324,1.6602,1.6835,1.7015,1.7136,1.7195,1.7189,1.7119,1.6987,1.6797,1.6556,1.6270,1.5951,1.5607,1.5250,1.4891],""mean_gz"":0.6000,""gz"":[1.4282,1.4415,1.4605,1.4847,1.5132,1.5452,1.5796,1.6154,1.6512,1.6861,1.7188,1.7484,1.7737,1.7942,1.8089,1.8176,1.8199,1.8158,1.8053,1.7888,1.7669,1.7402,1.7096,1.6762,1.6409,1.6050,1.5695,1.5357,1.5046,1.4772,1.4544,1.4370],""relayed_by"":2}"
2026-07-17T06:04:22,health_monitor/node_2/cs_ppg,312,"{""ts"":105785,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.6800,0.7341,0.7846,0.8290,0.8651,0.8910,0.9054,0.9073,0.8965,0.8733,0.8384,0.7934,0.7401,0.6807,0.6179,0.5542,0.4926,0.4356,0.3857,0.3449,0.3150,0.2972,0.2920,0.2995,0.3191,0.3497,0.3897,0.4371,0.4894,0.5443,0.5989,0.6507]}"
2026-07-17T06:04:23,health_monitor/node_1/cs_imu,1530,"{""ts"":105741,""finger"":true,""mean_ax"":0.1000,""ax"":[1.1500,1.1858,1.2205,1.2528,1.2819,1.3067,1.3264,1.3404,1.3483,1.3498,1.3448,1.3335,1.3163,1.2937,1.2665,1.2355,1.2017,1.1663,1.1304,1.0950,1.0615,1.0308,1.0040,0.9819,0.9652,0.9545,0.9501,0.9522,0.9606,0.9752,0.9954,1.0207],""mean_ay"":0.2000,""ay"":[1.4183,1.4349,1.4456,1.4499,1.4478,1.4393,1.4246,1.4044,1.3791,1.3497,1.3170,1.2822,1.2463,1.2106,1.1761,1.1440,1.1154,1.0911,1.0719,1.0585,1.0513,1.0505,1.0561,1.0680,1.0858,1.1089,1.1365,1.1679,1.2018,1.2374,1.2733,1.3085],""mean_az"":0.3000,""az"":[1.5319,1.5140,1.4909,1.4632,1.4318,1.3978,1.3623,1.3264,1.2912,1.2579,1.2276,1.2013,1.1797,1.1637,1.1537,1.1500,1.1528,1.1620,1.1772,1.1980,1.2237,1.2536,1.2865,1.3215,1.3574,1.3930,1.4273,1.4591,1.4873,1.5111,1.5297,1.5425],""mean_gx"":0.4000,""gx"":[1.4782,1.4423,1.4067,1.3724,1.3407,1.3124,1.2887,1.2701,1.2574,1.2509,1.2508,1.2571,1.2697,1.2881,1.3118,1.3399,1.3715,1.4057,1.4414,1.4773,1.5123,1.5453,1.5753,1.6012,1.6222,1.6376,1.6470,1.6500,1.6465,1.6368,1.6209,1.5996],""mean_gy"":0.5000,""gy"":[1.3986,1.3777,1.3623,1.3530,1.3500,1.3535,1.3634,1.3792,1.4006,1.4269,1.4571,1.4903,1.5254,1.5614,1.5969,1.6310,1.6624,1.6902,1.7135,1.7315,1.7436,1.7495,1.7489,1.7419,1.7287,1.7097,1.6856,1.6570,1.6251,1.5907,1.5550,1.5191],""mean_gz"":0.6000,""gz"":[1.4582,1.4715,1.4905,1.5147,1.5432,1.5752,1.6096,1.6454,1.6812,1.7161,1.7488,1.7784,1.8037,1.8242,1.8389,1.8476,1.8499,1.8458,1.8353,1.8188,1.7969,1.7702,1.7396,1.7062,1.6709,1.6350,1.5995,1.5657,1.5346,1.5072,1.4844,1.4670],""relayed_by"":2}"
2026-07-17T06:04:25,health_monitor/node_2/cs_ppg,312,"{""ts"":108806,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.6900,0.7441,0.7946,0.8390,0.8751,0.9010,0.9154,0.9173,0.9065,0.8833,0.8484,0.8034,0.7501,0.6907,0.6279,0.5642,0.5026,0.4456,0.3957,0.3549,0.3250,0.3072,0.3020,0.3095,0.3291,0.3597,0.3997,0.4471,0.4994,0.5543,0.6089,0.6607]}"
2026-07-17T06:04:26,health_monitor/node_1/cs_imu,1530,"{""ts"":108777,""finger"":true,""mean_ax"":0.1000,""ax"":[1.1800,1.2158,1.2505,1.2828,1.3119,1.3367,1.3564,1.3704,1.3783,1.3798,1.3748,1.3635,1.3463,1.3237,1.2965,1.2655,1.2317,1.1963,1.1604,1.1250,1.0915,1.0608,1.0340,1.0119,0.9952,0.9845,0.9801,0.9822,0.9906,1.0052,1.0254,1.0507],""mean_ay"":0.2000,""ay"":[1.4483,1.4649,1.4756,1.4799,1.4778,1.4693,1.4546,1.4344,1.4091,1.3797,1.3470,1.3122,1.2763,1.2406,1.2061,1.1740,1.1454,1.1211,1.1019,1.0885,1.0813,1.0805,1.0861,1.0980,1.1158,1.1389,1.1665,1.1979,1.2318,1.2674,1.3033,1.3385],""mean_az"":0.3000,""az"":[1.5619,1.5440,1.5209,1.4932,1.4618,1.4278,1.3923,1.3564,1.3212,1.2879,1.2576,1.2313,1.2097,1.1937,1.1837,1.1800,1.1828,1.1920,1.2072,1.2280,1.2537,1.2836,1.3165,1.3515,1.3874,1.4230,1.4573,1.4891,1.5173,1.5411,1.5597,1.5725],""mean_gx"":0.4000,""gx"":[1.5082,1.4723,1.4367,1.4024,1.3707,1.3424,1.3187,1.3001,1.2874,1.2809,1.2808,1.2871,1.2997,1.3181,1.3418,1.3699,1.4015,1.4357,1.4714,1.5073,1.5423,1.5753,1.6053,1.6312,1.6522,1.6676,1.6770,1.6800,1.6765,1.6668,1.6509,1.6296],""mean_gy"":0.5000,""gy"":[1.4286,1.4077,1.3923,1.3830,1.3800,1.3835,1.3934,1.4092,1.4306,1.4569,1.4871,1.5203,1.5554,1.5914,1.6269,1.6610,1.6924,1.7202,1.7435,1.7615,1.7736,1.7795,1.7789,1.7719,1.7587,1.7397,1.7156,1.6870,1.6551,1.6207,1.5850,1.5491],""mean_gz"":0.6000,""gz"":[1.4882,1.5015,1.5205,1.5447,1.5732,1.6052,1.6396,1.6754,1.7112,1.7461,1.7788,1.8084,1.8337,1.8542,1.8689,1.8776,1.8799,1.8758,1.8653,1.8488,1.8269,1.8002,1.7696,1.7362,1.7009,1.6650,1.6295,1.5957,1.5646,1.5372,1.5144,1.4970],""relayed_by"":2}"
2026-07-17T06:04:28,health_monitor/node_2/cs_ppg,312,"{""ts"":111832,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.7000,0.7541,0.8046,0.8490,0.8851,0.9110,0.9254,0.9273,0.9165,0.8933,0.8584,0.8134,0.7601,0.7007,0.6379,0.5742,0.5126,0.4556,0.4057,0.3649,0.3350,0.3172,0.3120,0.3195,0.3391,0.3697,0.4097,0.4571,0.5094,0.5643,0.6189,0.6707]}"
2026-07-17T06:04:29,health_monitor/node_1/cs_imu,1530,"{""ts"":111809,""finger"":true,""mean_ax"":0.1000,""ax"":[1.2100,1.2458,1.2805,1.3128,1.3419,1.3667,1.3864,1.4004,1.4083,1.4098,1.4048,1.3935,1.3763,1.3537,1.3265,1.2955,1.2617,1.2263,1.1904,1.1550,1.1215,1.0908,1.0640,1.0419,1.0252,1.0145,1.0101,1.0122,1.0206,1.0352,1.0554,1.0807],""mean_ay"":0.2000,""ay"":[1.4783,1.4949,1.5056,1.5099,1.5078,1.4993,1.4846,1.4644,1.4391,1.4097,1.3770,1.3422,1.3063,1.2706,1.2361,1.2040,1.1754,1.1511,1.1319,1.1185,1.1113,1.1105,1.1161,1.1280,1.1458,1.1689,1.1965,1.2279,1.2618,1.2974,1.3333,1.3685],""mean_az"":0.3000,""az"":[1.5919,1.5740,1.5509,1.5232,1.4918,1.4578,1.4223,1.3864,1.3512,1.3179,1.2876,1.2613,1.2397,1.2237,1.2137,1.2100,1.2128,1.2220,1.2372,1.2580,1.2837,1.3136,1.3465,1.3815,1.4174,1.4530,1.4873,1.5191,1.5473,1.5711,1.5897,1.6025],""mean_gx"":0.4000,""gx"":[1.5382,1.5023,1.4667,1.4324,1.4007,1.3724,1.3487,1.3301,1.3174,1.3109,1.3108,1.3171,1.3297,1.3481,1.3718,1.3999,1.4315,1.4657,1.5014,1.5373,1.5723,1.6053,1.6353,1.6612,1.6822,1.6976,1.7070,1.7100,1.7065,1.6968,1.6809,1.6596],""mean_gy"":0.5000,""gy"":[1.4586,1.4377,1.4223,1.4130,1.4100,1.4135,1.4234,1.4392,1.4606,1.4869,1.5171,1.5503,1.5854,1.6214,1.6569,1.6910,1.7224,1.7502,1.7735,1.7915,1.8036,1.8095,1.8089,1.8019,1.7887,1.7697,1.7456,1.7170,1.6851,1.6507,1.6150,1.5791],""mean_gz"":0.6000,""gz"":[1.5182,1.5315,1.5505,1.5747,1.6032,1.6352,1.6696,1.7054,1.7412,1.7761,1.8088,1.8384,1.8637,1.8842,1.8989,1.9076,1.9099,1.9058,1.8953,1.8788,1.8569,1.8302,1.7996,1.7662,1.7309,1.6950,1.6595,1.6257,1.5946,1.5672,1.5444,1.5270],""relayed_by"":2}"
2026-07-17T06:04:31,health_monitor/node_2/cs_ppg,312,"{""ts"":114855,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.7100,0.7641,0.8146,0.8590,0.8951,0.9210,0.9354,0.9373,0.9265,0.9033,0.8684,0.8234,0.7701,0.7107,0.6479,0.5842,0.5226,0.4656,0.4157,0.3749,0.3450,0.3272,0.3220,0.3295,0.3491,0.3797,0.4197,0.4671,0.5194,0.5743,0.6289,0.6807]}"
2026-07-17T06:04:32,health_monitor/node_1/cs_imu,1530,"{""ts"":114836,""finger"":true,""mean_ax"":0.1000,""ax"":[1.2400,1.2758,1.3105,1.3428,1.3719,1.3967,1.4164,1.4304,1.4383,1.4398,1.4348,1.4235,1.4063,1.3837,1.3565,1.3255,1.2917,1.2563,1.2204,1.1850,1.1515,1.1208,1.0940,1.0719,1.0552,1.0445,1.0401,1.0422,1.0506,1.0652,1.0854,1.1107],""mean_ay"":0.2000,""ay"":[1.5083,1.5249,1.5356,1.5399,1.5378,1.5293,1.5146,1.4944,1.4691,1.4397,1.4070,1.3722,1.3363,1.3006,1.2661,1.2340,1.2054,1.1811,1.1619,1.1485,1.1413,1.1405,1.1461,1.1580,1.1758,1.1989,1.2265,1.2579,1.2918,1.3274,1.3633,1.3985],""mean_az"":0.3000,""az"":[1.6219,1.6040,1.5809,1.5532,1.5218,1.4878,1.4523,1.4164,1.3812,1.3479,1.3176,1.2913,1.2697,1.2537,1.2437,1.2400,1.2428,1.2520,1.2672,1.2880,1.3137,1.3436,1.3765,1.4115,1.4474,1.4830,1.5173,1.5491,1.5773,1.6011,1.6197,1.6325],""mean_gx"":0.4000,""gx"":[1.5682,1.5323,1.4967,1.4624,1.4307,1.4024,1.3787,1.3601,1.3474,1.3409,1.3408,1.3471,1.3597,1.3781,1.4018,1.4299,1.4615,1.4957,1.5314,1.5673,1.6023,1.6353,1.6653,1.6912,1.7122,1.7276,1.7370,1.7400,1.7365,1.7268,1.7109,1.6896],""mean_gy"":0.5000,""gy"":[1.4886,1.4677,1.4523,1.4430,1.4400,1.4435,1.4534,1.4692,1.4906,1.5169,1.5471,1.5803,1.6154,1.6514,1.6869,1.7210,1.7524,1.7802,1.8035,1.8215,1.8336,1.8395,1.8389,1.8319,1.8187,1.7997,1.7756,1.7470,1.7151,1.6807,1.6450,1.6091],""mean_gz"":0.6000,""gz"":[1.5482,1.5615,1.5805,1.6047,1.6332,1.6652,1.6996,1.7354,1.7712,1.8061,1.8388,1.8684,1.8937,1.9142,1.9289,1.9376,1.9399,1.9358,1.9253,1.9088,1.8869,1.8602,1.8296,1.7962,1.7609,1.7250,1.6895,1.6557,1.6246,1.5972,1.5744,1.5570],""relayed_by"":2}"
2026-07-17T06:04:35,health_monitor/node_2/cs_ppg,312,"{""ts"":117886,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.7200,0.7741,0.8246,0.8690,0.9051,0.9310,0.9454,0.9473,0.9365,0.9133,0.8784,0.8334,0.7801,0.7207,0.6579,0.5942,0.5326,0.4756,0.4257,0.3849,0.3550,0.3372,0.3320,0.3395,0.3591,0.3897,0.4297,0.4771,0.5294,0.5843,0.6389,0.6907]}"
2026-07-17T06:04:35,health_monitor/node_1/cs_imu,1530,"{""ts"":117860,""finger"":true,""mean_ax"":0.1000,""ax"":[1.2700,1.3058,1.3405,1.3728,1.4019,1.4267,1.4464,1.4604,1.4683,1.4698,1.4648,1.4535,1.4363,1.4137,1.3865,1.3555,1.3217,1.2863,1.2504,1.2150,1.1815,1.1508,1.1240,1.1019,1.0852,1.0745,1.0701,1.0722,1.0806,1.0952,1.1154,1.1407],""mean_ay"":0.2000,""ay"":[1.5383,1.5549,1.5656,1.5699,1.5678,1.5593,1.5446,1.5244,1.4991,1.4697,1.4370,1.4022,1.3663,1.3306,1.2961,1.2640,1.2354,1.2111,1.1919,1.1785,1.1713,1.1705,1.1761,1.1880,1.2058,1.2289,1.2565,1.2879,1.3218,1.3574,1.3933,1.4285],""mean_az"":0.3000,""az"":[1.6519,1.6340,1.6109,1.5832,1.5518,1.5178,1.4823,1.4464,1.4112,1.3779,1.3476,1.3213,1.2997,1.2837,1.2737,1.2700,1.2728,1.2820,1.2972,1.3180,1.3437,1.3736,1.4065,1.4415,1.4774,1.5130,1.5473,1.5791,1.6073,1.6311,1.6497,1.6625],""mean_gx"":0.4000,""gx"":[1.5982,1.5623,1.5267,1.4924,1.4607,1.4324,1.4087,1.3901,1.3774,1.3709,1.3708,1.3771,1.3897,1.4081,1.4318,1.4599,1.4915,1.5257,1.5614,1.5973,1.6323,1.6653,1.6953,1.7212,1.7422,1.7576,1.7670,1.7700,1.7665,1.7568,1.7409,1.7196],""mean_gy"":0.5000,""gy"":[1.5186,1.4977,1.4823,1.4730,1.4700,1.4735,1.4834,1.4992,1.5206,1.5469,1.5771,1.6103,1.6454,1.6814,1.7169,1.7510,1.7824,1.8102,1.8335,1.8515,1.8636,1.8695,1.8689,1.8619,1.8487,1.8297,1.8056,1.7770,1.7451,1.7107,1.6750,1.6391],""mean_gz"":0.6000,""gz"":[1.5782,1.5915,1.6105,1.6347,1.6632,1.6952,1.7296,1.7654,1.8012,1.8361,1.8688,1.8984,1.9237,1.9442,1.9589,1.9676,1.9699,1.9658,1.9553,1.9388,1.9169,1.8902,1.8596,1.8262,1.7909,1.7550,1.7195,1.6857,1.6546,1.6272,1.6044,1.5870],""relayed_by"":2}"
2026-07-17T06:04:38,health_monitor/node_2/cs_ppg,312,"{""ts"":120910,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.6300,0.6841,0.7346,0.7790,0.8151,0.8410,0.8554,0.8573,0.8465,0.8233,0.7884,0.7434,0.6901,0.6307,0.5679,0.5042,0.4426,0.3856,0.3357,0.2949,0.2650,0.2472,0.2420,0.2495,0.2691,0.2997,0.3397,0.3871,0.4394,0.4943,0.5489,0.6007]}"
2026-07-17T06:04:38,health_monitor/node_1/cs_imu,1530,"{""ts"":120886,""finger"":true,""mean_ax"":0.1000,""ax"":[1.3000,1.3358,1.3705,1.4028,1.4319,1.4567,1.4764,1.4904,1.4983,1.4998,1.4948,1.4835,1.4663,1.4437,1.4165,1.3855,1.3517,1.3163,1.2804,1.2450,1.2115,1.1808,1.1540,1.1319,1.1152,1.1045,1.1001,1.1022,1.1106,1.1252,1.1454,1.1707],""mean_ay"":0.2000,""ay"":[1.5683,1.5849,1.5956,1.5999,1.5978,1.5893,1.5746,1.5544,1.5291,1.4997,1.4670,1.4322,1.3963,1.3606,1.3261,1.2940,1.2654,1.2411,1.2219,1.2085,1.2013,1.2005,1.2061,1.2180,1.2358,1.2589,1.2865,1.3179,1.3518,1.3874,1.4233,1.4585],""mean_az"":0.3000,""az"":[1.6819,1.6640,1.6409,1.6132,1.5818,1.5478,1.5123,1.4764,1.4412,1.4079,1.3776,1.3513,1.3297,1.3137,1.3037,1.3000,1.3028,1.3120,1.3272,1.3480,1.3737,1.4036,1.4365,1.4715,1.5074,1.5430,1.5773,1.6091,1.6373,1.6611,1.6797,1.6925],""mean_gx"":0.4000,""gx"":[1.6282,1.5923,1.5567,1.5224,1.4907,1.4624,1.4387,1.4201,1.4074,1.4009,1.4008,1.4071,1.4197,1.4381,1.4618,1.4899,1.5215,1.5557,1.5914,1.6273,1.6623,1.6953,1.7253,1.7512,1.7722,1.7876,1.7970,1.8000,1.7965,1.7868,1.7709,1.7496],""mean_gy"":0.5000,""gy"":[1.5486,1.5277,1.5123,1.5030,1.5000,1.5035,1.5134,1.5292,1.5506,1.5769,1.6071,1.6403,1.6754,1.7114,1.7469,1.7810,1.8124,1.8402,1.8635,1.8815,1.8936,1.8995,1.8989,1.8919,1.8787,1.8597,1.8356,1.8070,1.7751,1.7407,1.7050,1.6691],""mean_gz"":0.6000,""gz"":[1.6082,1.6215,1.6405,1.6647,1.6932,1.7252,1.7596,1.7954,1.8312,1.8661,1.8988,1.9284,1.9537,1.9742,1.9889,1.9976,1.9999,1.9958,1.9853,1.9688,1.9469,1.9202,1.8896,1.8562,1.8209,1.7850,1.7495,1.7157,1.6846,1.6572,1.6344,1.6170],""relayed_by"":2}"
2026-07-17T06:04:41,health_monitor/node_2/cs_ppg,312,"{""ts"":123931,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.6400,0.6941,0.7446,0.7890,0.8251,0.8510,0.8654,0.8673,0.8565,0.8333,0.7984,0.7534,0.7001,0.6407,0.5779,0.5142,0.4526,0.3956,0.3457,0.3049,0.2750,0.2572,0.2520,0.2595,0.2791,0.3097,0.3497,0.3971,0.4494,0.5043,0.5589,0.6107]}"
2026-07-17T06:04:41,health_monitor/node_1/cs_imu,1530,"{""ts"":123909,""finger"":true,""mean_ax"":0.1000,""ax"":[1.3300,1.3658,1.4005,1.4328,1.4619,1.4867,1.5064,1.5204,1.5283,1.5298,1.5248,1.5135,1.4963,1.4737,1.4465,1.4155,1.3817,1.3463,1.3104,1.2750,1.2415,1.2108,1.1840,1.1619,1.1452,1.1345,1.1301,1.1322,1.1406,1.1552,1.1754,1.2007],""mean_ay"":0.2000,""ay"":[1.5983,1.6149,1.6256,1.6299,1.6278,1.6193,1.6046,1.5844,1.5591,1.5297,1.4970,1.4622,1.4263,1.3906,1.3561,1.3240,1.2954,1.2711,1.2519,1.2385,1.2313,1.2305,1.2361,1.2480,1.2658,1.2889,1.3165,1.3479,1.3818,1.4174,1.4533,1.4885],""mean_az"":0.3000,""az"":[1.7119,1.6940,1.6709,1.6432,1.6118,1.5778,1.5423,1.5064,1.4712,1.4379,1.4076,1.3813,1.3597,1.3437,1.3337,1.3300,1.3328,1.3420,1.3572,1.3780,1.4037,1.4336,1.4665,1.5015,1.5374,1.5730,1.6073,1.6391,1.6673,1.6911,1.7097,1.7225],""mean_gx"":0.4000,""gx"":[1.6582,1.6223,1.5867,1.5524,1.5207,1.4924,1.4687,1.4501,1.4374,1.4309,1.4308,1.4371,1.4497,1.4681,1.4918,1.5199,1.5515,1.5857,1.6214,1.6573,1.6923,1.7253,1.7553,1.7812,1.8022,1.8176,1.8270,1.8300,1.8265,1.8168,1.8009,1.7796],""mean_gy"":0.5000,""gy"":[1.5786,1.5577,1.5423,1.5330,1.5300,1.5335,1.5434,1.5592,1.5806,1.6069,1.6371,1.6703,1.7054,1.7414,1.7769,1.8110,1.8424,1.8702,1.8935,1.9115,1.9236,1.9295,1.9289,1.9219,1.9087,1.8897,1.8656,1.8370,1.8051,1.7707,1.7350,1.6991],""mean_gz"":0.6000,""gz"":[1.6382,1.6515,1.6705,1.6947,1.7232,1.7552,1.7896,1.8254,1.8612,1.8961,1.9288,1.9584,1.9837,2.0042,2.0189,2.0276,2.0299,2.0258,2.0153,1.9988,1.9769,1.9502,1.9196,1.8862,1.8509,1.8150,1.7795,1.7457,1.7146,1.6872,1.6644,1.6470],""relayed_by"":2}"
2026-07-17T06:04:44,health_monitor/node_2/cs_ppg,312,"{""ts"":126954,""hr"":79,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":0.5500,""ir"":[0.6500,0.7041,0.7546,0.7990,0.8351,0.8610,0.8754,0.8773,0.8665,0.8433,0.8084,0.7634,0.7101,0.6507,0.5879,0.5242,0.4626,0.4056,0.3557,0.3149,0.2850,0.2672,0.2620,0.2695,0.2891,0.3197,0.3597,0.4071,0.4594,0.5143,0.5689,0.6207]}"
2026-07-17T06:04:44,health_monitor/node_1/cs_imu,1530,"{""ts"":126935,""finger"":true,""mean_ax"":0.1000,""ax"":[1.3600,1.3958,1.4305,1.4628,1.4919,1.5167,1.5364,1.5504,1.5583,1.5598,1.5548,1.5435,1.5263,1.5037,1.4765,1.4455,1.4117,1.3763,1.3404,1.3050,1.2715,1.2408,1.2140,1.1919,1.1752,1.1645,1.1601,1.1622,1.1706,1.1852,1.2054,1.2307],""mean_ay"":0.2000,""ay"":[1.6283,1.6449,1.6556,1.6599,1.6578,1.6493,1.6346,1.6144,1.5891,1.5597,1.5270,1.4922,1.4563,1.4206,1.3861,1.3540,1.3254,1.3011,1.2819,1.2685,1.2613,1.2605,1.2661,1.2780,1.2958,1.3189,1.3465,1.3779,1.4118,1.4474,1.4833,1.5185],""mean_az"":0.3000,""az"":[1.7419,1.7240,1.7009,1.6732,1.6418,1.6078,1.5723,1.5364,1.5012,1.4679,1.4376,1.4113,1.3897,1.3737,1.3637,1.3600,1.3628,1.3720,1.3872,1.4080,1.4337,1.4636,1.4965,1.5315,1.5674,1.6030,1.6373,1.6691,1.6973,1.7211,1.7397,1.7525],""mean_gx"":0.4000,""gx"":[1.6882,1.6523,1.6167,1.5824,1.5507,1.5224,1.4987,1.4801,1.4674,1.4609,1.4608,1.4671,1.4797,1.4981,1.5218,1.5499,1.5815,1.6157,1.6514,1.6873,1.7223,1.7553,1.7853,1.8112,1.8322,1.8476,1.8570,1.8600,1.8565,1.8468,1.8309,1.8096],""mean_gy"":0.5000,""gy"":[1.6086,1.5877,1.5723,1.5630,1.5600,1.5635,1.5734,1.5892,1.6106,1.6369,1.6671,1.7003,1.7354,1.7714,1.8069,1.8410,1.8724,1.9002,1.9235,1.9415,1.9536,1.9595,1.9589,1.9519,1.9387,1.9197,1.8956,1.8670,1.8351,1.8007,1.7650,1.7291],""mean_gz"":0.6000,""gz"":[1.6682,1.6815,1.7005,1.7247,1.7532,1.7852,1.8196,1.8554,1.8912,1.9261,1.9588,1.9884,2.0137,2.0342,2.0489,2.0576,2.0599,2.0558,2.0453,2.0288,2.0069,1.9802,1.9496,1.9162,1.8809,1.8450,1.8095,1.7757,1.7446,1.7172,1.6944,1.6770],""relayed_by"":2}"
